1,johndoe.ac.1@foobar.com,0.2229195190843693
2,johndoe.ac.1@foobar.com,0.1922508527870535
3,johndoe.ac.1@foobar.com,0.18498010077154703
1,johndoe.spc.1@foobar.com,0.2229195190843693
2,johndoe.spc.1@foobar.com,0.1922508527870535
3,johndoe.spc.1@foobar.com,0.18498010077154703
1,johndoe.pc.1@foobar.com,0.2229195190843693
2,johndoe.pc.1@foobar.com,0.1922508527870535
3,johndoe.pc.1@foobar.com,0.18498010077154703
843,johndoe.ac.2@foobar.com,0.1317506093498965
844,johndoe.ac.2@foobar.com,0.11917025075937424
845,johndoe.ac.2@foobar.com,0.14456500541335274
843,johndoe.spc.2@foobar.com,0.1317506093498965
844,johndoe.spc.2@foobar.com,0.11917025075937424
845,johndoe.spc.2@foobar.com,0.14456500541335274
843,johndoe.pc.2@foobar.com,0.1317506093498965
844,johndoe.pc.2@foobar.com,0.11917025075937424
845,johndoe.pc.2@foobar.com,0.14456500541335274
